"icd","ccs","ccsdesc","icddesc","optccs","optccsdesc","icdvers"
"55103","143","Abdom hernia","RECUR BIL FEM HERN-GANG",,,"ICD-9-CM"
"5511","143","Abdom hernia","UMBILICAL HERNIA W GANGR",,,"ICD-9-CM"
"55120","143","Abdom hernia","GANGR VENTRAL HERNIA NOS",,,"ICD-9-CM"
"55121","143","Abdom hernia","GANGR INCISIONAL HERNIA",,,"ICD-9-CM"
"55129","143","Abdom hernia","GANG VENTRAL HERNIA NEC",,,"ICD-9-CM"
"5513","143","Abdom hernia","DIAPHRAGM HERNIA W GANGR",,,"ICD-9-CM"
"5518","143","Abdom hernia","HERNIA- SITE NEC W GANGR",,,"ICD-9-CM"
"5519","143","Abdom hernia","HERNIA- SITE NOS W GANGR",,,"ICD-9-CM"
"55200","143","Abdom hernia","UNIL FEMORAL HERN W OBST",,,"ICD-9-CM"
"55201","143","Abdom hernia","REC UNIL FEM HERN W OBST",,,"ICD-9-CM"
"55202","143","Abdom hernia","BIL FEMORAL HERN W OBSTR",,,"ICD-9-CM"
"55203","143","Abdom hernia","REC BIL FEM HERN W OBSTR",,,"ICD-9-CM"
"5521","143","Abdom hernia","UMBILICAL HERNIA W OBSTR",,,"ICD-9-CM"
"55220","143","Abdom hernia","OBSTR VENTRAL HERNIA NOS",,,"ICD-9-CM"
"55221","143","Abdom hernia","OBSTR INCISIONAL HERNIA",,,"ICD-9-CM"
"55229","143","Abdom hernia","OBSTR VENTRAL HERNIA NEC",,,"ICD-9-CM"
"5523","143","Abdom hernia","DIAPHRAGM HERNIA W OBSTR",,,"ICD-9-CM"
"5528","143","Abdom hernia","HERNIA- SITE NEC W OBSTR",,,"ICD-9-CM"
"5529","143","Abdom hernia","HERNIA- SITE NOS W OBSTR",,,"ICD-9-CM"
"55300","143","Abdom hernia","UNILAT FEMORAL HERNIA",,,"ICD-9-CM"
"55301","143","Abdom hernia","RECUR UNIL FEMORAL HERN",,,"ICD-9-CM"
"55302","143","Abdom hernia","BILATERAL FEMORAL HERNIA",,,"ICD-9-CM"
"55303","143","Abdom hernia","RECUR BILAT FEMORAL HERN",,,"ICD-9-CM"
"5531","143","Abdom hernia","UMBILICAL HERNIA",,,"ICD-9-CM"
"55320","143","Abdom hernia","VENTRAL HERNIA NOS",,,"ICD-9-CM"
"55321","143","Abdom hernia","INCISIONAL HERNIA",,,"ICD-9-CM"
"55329","143","Abdom hernia","VENTRAL HERNIA NEC",,,"ICD-9-CM"
"5533","143","Abdom hernia","DIAPHRAGMATIC HERNIA",,,"ICD-9-CM"
"5538","143","Abdom hernia","HERNIA NEC",,,"ICD-9-CM"
"5539","143","Abdom hernia","HERNIA NOS",,,"ICD-9-CM"
"5550","144","Ulcerat col","REG ENTERITIS- SM INTEST",,,"ICD-9-CM"
"5551","144","Ulcerat col","REG ENTERITIS- LG INTEST",,,"ICD-9-CM"
"5552","144","Ulcerat col","REG ENTERIT SM/LG INTEST",,,"ICD-9-CM"
"5559","144","Ulcerat col","REGIONAL ENTERITIS NOS",,,"ICD-9-CM"
"556","144","Ulcerat col","IDIOPATHIC PROCTOCOLITIS (End 1994)",,,"ICD-9-CM"
"5560","144","Ulcerat col","ULCERATIVE ENTEROCOLITIS (Begin 1994)",,,"ICD-9-CM"
"5561","144","Ulcerat col","ULCERATIVE ILEOCOLITIS (Begin 1994)",,,"ICD-9-CM"
"5562","144","Ulcerat col","ULCERATIVE PROCTITIS (Begin 1994)",,,"ICD-9-CM"
"5563","144","Ulcerat col","ULCERATIVE PROCTOSIGMOIDITIS (Begin 1994)",,,"ICD-9-CM"
"5564","144","Ulcerat col","PSEUDOPOLYPOSIS OF COLON (Begin 1994)",,,"ICD-9-CM"
"5565","144","Ulcerat col","LEFT SIDED ULCERATIVE COLITIS (Begin 1994)",,,"ICD-9-CM"
"5566","144","Ulcerat col","UNIVERSAL ULCERATIVE COLITIS (Begin 1994)",,,"ICD-9-CM"
"5568","144","Ulcerat col","OTHER ULCERATIVE COLITIS (Begin 1994)",,,"ICD-9-CM"
"5569","144","Ulcerat col","ULCERATIVE COLITIS NOS (Begin 1994)",,,"ICD-9-CM"
"5570","114","Perip athero","AC VASC INSUFF INTESTINE",,,"ICD-9-CM"
"5571","114","Perip athero","CHR VASC INSUFF INTEST",,,"ICD-9-CM"
"5579","114","Perip athero","VASC INSUFF INTEST NOS",,,"ICD-9-CM"
"5581","155","Other GI dx","RADIATION GASTROENTERIT",,,"ICD-9-CM"
"5582","155","Other GI dx","TOXIC GASTROENTERITIS",,,"ICD-9-CM"
"5583","253","Allergy","ALLERGIC GASTROENTERITIS & COLITIS (Begin 2000)",,,"ICD-9-CM"
"55841","154","Gastroent","EOSINOPHILIC GASTROENT (Begin 2008)",,,"ICD-9-CM"
"55842","154","Gastroent","EOSINOPHILIC COLITIS (Begin 2008)",,,"ICD-9-CM"
"5589","154","Gastroent","NONINF GASTROENTERIT NEC",,,"ICD-9-CM"
"5600","145","Int obstruct","INTUSSUSCEPTION",,,"ICD-9-CM"
"5601","145","Int obstruct","PARALYTIC ILEUS",,,"ICD-9-CM"
"5602","145","Int obstruct","VOLVULUS OF INTESTINE",,,"ICD-9-CM"
"56030","145","Int obstruct","IMPACTION INTESTINE NOS",,,"ICD-9-CM"
"56031","145","Int obstruct","GALLSTONE ILEUS",,,"ICD-9-CM"
"56032","145","Int obstruct","Fecal impaction (Begin 2010)",,,"ICD-9-CM"
"56039","145","Int obstruct","IMPACTION INTESTINE NEC",,,"ICD-9-CM"
"56081","145","Int obstruct","INTESTINAL ADHES W OBSTR",,,"ICD-9-CM"
"56089","145","Int obstruct","INTESTINAL OBSTRUCT NEC",,,"ICD-9-CM"
"5609","145","Int obstruct","INTESTINAL OBSTRUCT NOS",,,"ICD-9-CM"
"56200","146","Diverticulos","DVRTCLO SML INT (W/O HMRG) (Begin 1980)",,,"ICD-9-CM"
"56201","146","Diverticulos","DVRTCLI SML INT (W/O HMRG) (Begin 1980)",,,"ICD-9-CM"
"56202","146","Diverticulos","DVRTCLO SML INT W HMRHG (Begin 1991)",,,"ICD-9-CM"
"56203","146","Diverticulos","DVRTCLI SML INT W HMRHG (Begin 1991)",,,"ICD-9-CM"
"56210","146","Diverticulos","DVRTCLO COLON (W/O HMRHG) (Begin 1980)",,,"ICD-9-CM"
"56211","146","Diverticulos","DVRTCLI COLON (W/O HMRHG) (Begin 1980)",,,"ICD-9-CM"
"56212","146","Diverticulos","DVRTCLO COLON W HMRHG (Begin 1991)",,,"ICD-9-CM"
"56213","146","Diverticulos","DVRTCLI COLON W HMRHG (Begin 1991)",,,"ICD-9-CM"
"5640","155","Other GI dx","CONSTIPATION (End 2001)",,,"ICD-9-CM"
"56400","155","Other GI dx","UNSPECIFIED CONSTIPATION (Begin 2001)",,,"ICD-9-CM"
"56401","155","Other GI dx","SLOW TRANSIT CONSTIPATION (Begin 2001)",,,"ICD-9-CM"
"56402","155","Other GI dx","OUTLET DYSFUNCTION CONSTIPATION (Begin 2001)",,,"ICD-9-CM"
"56409","155","Other GI dx","OTHER CONSTIPATION (Begin 2001)",,,"ICD-9-CM"
"5641","155","Other GI dx","IRRITABLE COLON",,,"ICD-9-CM"
"5642","238","Complic proc","POSTGASTRIC SURGERY SYND",,,"ICD-9-CM"
"5643","238","Complic proc","VOMITING POST-GI SURGERY",,,"ICD-9-CM"
"5644","238","Complic proc","POSTOP GI FUNCT DIS NEC",,,"ICD-9-CM"
"5645","155","Other GI dx","FUNCTIONAL DIARRHEA",,,"ICD-9-CM"
"5646","147","Anal/rectal","ANAL SPASM",,,"ICD-9-CM"
"5647","155","Other GI dx","MEGACOLON NEC",,,"ICD-9-CM"
"5648","155","Other GI dx","FUNCT DIS INTESTINE NEC (End 1998)",,,"ICD-9-CM"
"56481","155","Other GI dx","NEUROGENIC BOWEL (Begin 1998)",,,"ICD-9-CM"
"56489","155","Other GI dx","OTH FUNCTIONAL INTEST DX (Begin 1998)",,,"ICD-9-CM"
"5649","155","Other GI dx","FUNCT DIS INTESTINE NOS",,,"ICD-9-CM"
"5650","147","Anal/rectal","ANAL FISSURE",,,"ICD-9-CM"
"5651","147","Anal/rectal","ANAL FISTULA",,,"ICD-9-CM"
"566","147","Anal/rectal","ANAL & RECTAL ABSCESS",,,"ICD-9-CM"
"5670","148","Peritonitis","PERITONITIS IN INFEC DIS",,,"ICD-9-CM"
"5671","148","Peritonitis","PNEUMOCOCCAL PERITONITIS",,,"ICD-9-CM"
"5672","148","Peritonitis","SUPPURAT PERITONITIS NEC (End 2005)",,,"ICD-9-CM"
"56721","148","Peritonitis","PERITONITIS (ACUTE) GEN (Begin 2005)",,,"ICD-9-CM"
"56722","148","Peritonitis","PERITONEAL ABSCESS (Begin 2005)",,,"ICD-9-CM"
"56723","148","Peritonitis","SPONTAN BACT PERITONITIS (Begin 2005)",,,"ICD-9-CM"
"56729","148","Peritonitis","SUPPURAT PERITONITIS NEC (Begin 2005)",,,"ICD-9-CM"
"56731","211","Ot conn tiss","PSOAS MUSCLE ABSCESS (Begin 2005)",,,"ICD-9-CM"
"56738","148","Peritonitis","RETROPERITON ABSCESS NEC (Begin 2005)",,,"ICD-9-CM"
"56739","148","Peritonitis","RETROPERITON INFECT NEC (Begin 2005)",,,"ICD-9-CM"
"5678","148","Peritonitis","PERITONITIS NEC (End 2005)",,,"ICD-9-CM"
"56781","148","Peritonitis","CHOLEPERITONITIS (Begin 2005)",,,"ICD-9-CM"
"56782","148","Peritonitis","SCLEROSING MESENTERITIS (Begin 2005)",,,"ICD-9-CM"
"56789","148","Peritonitis","PERITONITIS NEC (Begin 2005)",,,"ICD-9-CM"
"5679","148","Peritonitis","PERITONITIS NOS",,,"ICD-9-CM"
"5680","155","Other GI dx","PERITONEAL ADHESIONS",,,"ICD-9-CM"
"56881","155","Other GI dx","HEMOPERITONEUM",,,"ICD-9-CM"
"56882","155","Other GI dx","PERITONEAL EFFUSION",,,"ICD-9-CM"
"56889","155","Other GI dx","PERITONEAL DISORDER NEC",,,"ICD-9-CM"
"5689","155","Other GI dx","PERITONEAL DISORDER NOS",,,"ICD-9-CM"
"5690","147","Anal/rectal","ANAL & RECTAL POLYP",,,"ICD-9-CM"
"5691","147","Anal/rectal","RECTAL PROLAPSE",,,"ICD-9-CM"
"5692","147","Anal/rectal","RECTAL & ANAL STENOSIS",,,"ICD-9-CM"
"5693","153","GI hemorrhag","RECTAL & ANAL HEMORRHAGE",,,"ICD-9-CM"
"56941","147","Anal/rectal","RECTAL & ANAL ULCER",,,"ICD-9-CM"
"56942","147","Anal/rectal","ANAL OR RECTAL PAIN",,,"ICD-9-CM"
"56943","147","Anal/rectal","ANAL SPHINCTER TEAR-OLD (Begin 2007)",,,"ICD-9-CM"
"56944","147","Anal/rectal","DYSPLASIA OF ANUS (Begin 2008)",,,"ICD-9-CM"
"56949","147","Anal/rectal","RECTAL & ANAL DIS NEC",,,"ICD-9-CM"
"5695","148","Peritonitis","INTESTINAL ABSCESS",,,"ICD-9-CM"
"5696","238","Complic proc","ENTEROSTOMY MALFUNCTION (End 1995)",,,"ICD-9-CM"
"56960","237","Complic devi","COLOSTOMY COMPL NOS (Begin 1995)",,,"ICD-9-CM"
"56961","237","Complic devi","COLOSTOMY INFECTION (Begin 1995)",,,"ICD-9-CM"
"56962","238","Complic proc","MECH COMPL COLOST ENTEROS (Begin 1998)",,,"ICD-9-CM"
"56969","237","Complic devi","OTH COLOSTOMY COMPLIC (Begin 1995)",,,"ICD-9-CM"
"56971","238","Complic proc","Pouchitis (Begin 2009)",,,"ICD-9-CM"
"56979","238","Complic proc","Comp intest pouch NEC (Begin 2009)",,,"ICD-9-CM"
"56981","155","Other GI dx","INTESTINAL FISTULA",,,"ICD-9-CM"
"56982","155","Other GI dx","ULCERATION OF INTESTINE",,,"ICD-9-CM"
"56983","155","Other GI dx","PERFORATION OF INTESTINE",,,"ICD-9-CM"
"56984","155","Other GI dx","ANGIO INTES (W/O HMRHG) (Begin 1990)",,,"ICD-9-CM"
"56985","155","Other GI dx","ANGIO INTES W HMRHG (Begin 1991)",,,"ICD-9-CM"
"56986","155","Other GI dx","ADIEULAFOY LESION (HEMORG) OF INTSTNE (Begin 2002)",,,"ICD-9-CM"
"56987","155","Other GI dx","Vomiting of fecal matter (Begin 2009)",,,"ICD-9-CM"
"56989","155","Other GI dx","INTESTINAL DISORDERS NEC",,,"ICD-9-CM"
"5699","155","Other GI dx","INTESTINAL DISORDER NOS",,,"ICD-9-CM"
"570","151","Oth liver dx","ACUTE NECROSIS OF LIVER",,,"ICD-9-CM"
"5710","660","Alcohol-related disorders","ALCHOL FATTY LIVER",,,"ICD-9-CM"
"5711","660","Alcohol-related disorders","ACUTE ALCOHOL HEPATITIS",,,"ICD-9-CM"
"5712","660","Alcohol-related disorders","ALCOHOL CIRRHOSIS LIVER",,,"ICD-9-CM"
"5713","660","Alcohol-related disorders","ALCOHOL LIVER DAMAGE UNSPEC",,,"ICD-9-CM"
"57140","6","Hepatitis","CHRONIC HEPATITIS NOS",,,"ICD-9-CM"
"57141","6","Hepatitis","CHR PERSISTENT HEPATITIS",,,"ICD-9-CM"
"57142","6","Hepatitis","AUTOIMMUNE HEPATITIS (Begin 2008)",,,"ICD-9-CM"
"57149","6","Hepatitis","CHRONIC HEPATITIS NEC",,,"ICD-9-CM"
"5715","151","Oth liver dx","CIRRHOSIS OF LIVER NOS",,,"ICD-9-CM"
"5716","151","Oth liver dx","BILIARY CIRRHOSIS",,,"ICD-9-CM"
"5718","151","Oth liver dx","CHRONIC LIVER DIS NEC",,,"ICD-9-CM"
"5719","151","Oth liver dx","CHRONIC LIVER DIS NOS",,,"ICD-9-CM"
"5720","151","Oth liver dx","ABSCESS OF LIVER",,,"ICD-9-CM"
"5721","151","Oth liver dx","PORTAL PYEMIA",,,"ICD-9-CM"
"5722","151","Oth liver dx","HEPATIC COMA",,,"ICD-9-CM"
"5723","151","Oth liver dx","PORTAL HYPERTENSION",,,"ICD-9-CM"
"5724","151","Oth liver dx","HEPATORENAL SYNDROME",,,"ICD-9-CM"
"5728","151","Oth liver dx","OTH SEQUELA- CHR LIV DIS",,,"ICD-9-CM"
"5730","151","Oth liver dx","CHR PASSIV CONGEST LIVER",,,"ICD-9-CM"
"5731","6","Hepatitis","HEPATITIS IN VIRAL DIS",,,"ICD-9-CM"
"5732","6","Hepatitis","HEPATITIS IN OTH INF DIS",,,"ICD-9-CM"
"5733","6","Hepatitis","HEPATITIS NOS",,,"ICD-9-CM"
"5734","151","Oth liver dx","HEPATIC INFARCTION",,,"ICD-9-CM"
"5735","151","Oth liver dx","Hepatopulmonary syndrome (Begin 2011)",,,"ICD-9-CM"
"5738","151","Oth liver dx","LIVER DISORDERS NEC",,,"ICD-9-CM"
"5739","151","Oth liver dx","LIVER DISORDER NOS",,,"ICD-9-CM"
"57400","149","Biliary dx","CHOLELITH W AC CHOLECYST",,,"ICD-9-CM"
"57401","149","Biliary dx","CHOLELITH/AC GB INF-OBST",,,"ICD-9-CM"
"57410","149","Biliary dx","CHOLELITH W CHOLECYS NEC",,,"ICD-9-CM"
"57411","149","Biliary dx","CHOLELITH/GB INF NEC-OBS",,,"ICD-9-CM"
"57420","149","Biliary dx","CHOLELITHIASIS NOS",,,"ICD-9-CM"
"57421","149","Biliary dx","CHOLELITHIAS NOS W OBSTR",,,"ICD-9-CM"
"57430","149","Biliary dx","CHOLEDOCHOLITH/AC GB INF",,,"ICD-9-CM"
"57431","149","Biliary dx","CHOLEDOCHLITH/AC GB-OBST",,,"ICD-9-CM"
"57440","149","Biliary dx","CHOLEDOCHLITH/GB INF NEC",,,"ICD-9-CM"
"57441","149","Biliary dx","CHOLEDOCHLITH/GB NEC-OBS",,,"ICD-9-CM"
"57450","149","Biliary dx","CHOLEDOCHOLITHIASIS NOS",,,"ICD-9-CM"
"57451","149","Biliary dx","CHOLEDOCHLITH NOS W OBST",,,"ICD-9-CM"
"57460","149","Biliary dx","CHOLELITH W/ AC W/O OBS (Begin 1996)",,,"ICD-9-CM"
"57461","149","Biliary dx","CHOLELITH W/ AC W/ OBS (Begin 1996)",,,"ICD-9-CM"
"57470","149","Biliary dx","CHOLELITH W/ OT W/O OBS (Begin 1996)",,,"ICD-9-CM"
"57471","149","Biliary dx","CHOLELITH W/ OT W/ OBS (Begin 1996)",,,"ICD-9-CM"
"57480","149","Biliary dx","CHOLELIT AC/CHR W/O OBS (Begin 1996)",,,"ICD-9-CM"
"57481","149","Biliary dx","CHOLELIT AC/CHR W/ OBS (Begin 1996)",,,"ICD-9-CM"
"57490","149","Biliary dx","CHOLELITH W/O OBS (Begin 1996)",,,"ICD-9-CM"
"57491","149","Biliary dx","CHOLELITH W/ OBS (Begin 1996)",,,"ICD-9-CM"
"5750","149","Biliary dx","ACUTE CHOLECYSTITIS",,,"ICD-9-CM"
"5751","149","Biliary dx","CHOLECYSTITIS NEC (End 1996)",,,"ICD-9-CM"
"57510","149","Biliary dx","CHOLECYSTITIS NOS (Begin 1996)",,,"ICD-9-CM"
"57511","149","Biliary dx","CHRON CHOLECYSTITIS (Begin 1996)",,,"ICD-9-CM"
"57512","149","Biliary dx","AC/CHR CHOLECYSTITIS (Begin 1996)",,,"ICD-9-CM"
"5752","149","Biliary dx","OBSTRUCTION GALLBLADDER",,,"ICD-9-CM"
"5753","149","Biliary dx","HYDROPS OF GALLBLADDER",,,"ICD-9-CM"
"5754","149","Biliary dx","PERFORATION GALLBLADDER",,,"ICD-9-CM"
"5755","149","Biliary dx","FISTULA OF GALLBLADDER",,,"ICD-9-CM"
"5756","149","Biliary dx","GB CHOLESTEROLOSIS",,,"ICD-9-CM"
"5758","149","Biliary dx","DIS OF GALLBLADDER NEC",,,"ICD-9-CM"
"5759","149","Biliary dx","DIS OF GALLBLADDER NOS",,,"ICD-9-CM"
"5760","149","Biliary dx","POSTCHOLECYSTECTOMY SYND",,,"ICD-9-CM"
"5761","149","Biliary dx","CHOLANGITIS",,,"ICD-9-CM"
"5762","149","Biliary dx","OBSTRUCTION OF BILE DUCT",,,"ICD-9-CM"
"5763","149","Biliary dx","PERFORATION OF BILE DUCT",,,"ICD-9-CM"
"5764","149","Biliary dx","FISTULA OF BILE DUCT",,,"ICD-9-CM"
"5765","149","Biliary dx","SPASM SPHINCTER OF ODDI",,,"ICD-9-CM"
"5768","149","Biliary dx","DIS OF BILIARY TRACT NEC",,,"ICD-9-CM"
"5769","149","Biliary dx","DIS OF BILIARY TRACT NOS",,,"ICD-9-CM"
"5770","152","Pancreas dx","ACUTE PANCREATITIS",,,"ICD-9-CM"
"5771","152","Pancreas dx","CHRONIC PANCREATITIS",,,"ICD-9-CM"
"5772","152","Pancreas dx","PANCREAT CYST/PSEUDOCYST",,,"ICD-9-CM"
"5778","152","Pancreas dx","PANCREATIC DISEASE NEC",,,"ICD-9-CM"
"5779","152","Pancreas dx","PANCREATIC DISEASE NOS",,,"ICD-9-CM"
"5780","153","GI hemorrhag","HEMATEMESIS",,,"ICD-9-CM"
"5781","153","GI hemorrhag","MELENA",,,"ICD-9-CM"
"5789","153","GI hemorrhag","GASTROINTEST HEMORR NOS",,,"ICD-9-CM"
"5790","155","Other GI dx","CELIAC DISEASE",,,"ICD-9-CM"
"5791","155","Other GI dx","TROPICAL SPRUE",,,"ICD-9-CM"
"5792","155","Other GI dx","BLIND LOOP SYNDROME",,,"ICD-9-CM"
"5793","238","Complic proc","INTEST POSTOP NONABSORB",,,"ICD-9-CM"
"5794","152","Pancreas dx","PANCREATIC STEATORRHEA",,,"ICD-9-CM"
"5798","155","Other GI dx","INTEST MALABSORPTION NEC",,,"ICD-9-CM"
"5799","155","Other GI dx","INTEST MALABSORPTION NOS",,,"ICD-9-CM"
"5800","156","Nephritis","AC PROLIFERAT NEPHRITIS",,,"ICD-9-CM"
"5804","156","Nephritis","AC RAPIDLY PROGR NEPHRIT",,,"ICD-9-CM"
"58081","156","Nephritis","AC NEPHRITIS IN OTH DIS",,,"ICD-9-CM"
"58089","156","Nephritis","ACUTE NEPHRITIS NEC",,,"ICD-9-CM"
"5809","156","Nephritis","ACUTE NEPHRITIS NOS",,,"ICD-9-CM"
"5810","156","Nephritis","NEPHROTIC SYN- PROLIFER",,,"ICD-9-CM"
"5811","156","Nephritis","EPIMEMBRANOUS NEPHRITIS",,,"ICD-9-CM"
"5812","156","Nephritis","MEMBRANOPROLIF NEPHROSIS",,,"ICD-9-CM"
"5813","156","Nephritis","MINIMAL CHANGE NEPHROSIS",,,"ICD-9-CM"
"58181","156","Nephritis","NEPHROTIC SYN IN OTH DIS",,,"ICD-9-CM"
"58189","156","Nephritis","NEPHROTIC SYNDROME NEC",,,"ICD-9-CM"
"5819","156","Nephritis","NEPHROTIC SYNDROME NOS",,,"ICD-9-CM"
"5820","156","Nephritis","CHR PROLIFERAT NEPHRITIS",,,"ICD-9-CM"
"5821","156","Nephritis","CHR MEMBRANOUS NEPHRITIS",,,"ICD-9-CM"
"5822","156","Nephritis","CHR MEMBRANOPROLIF NEPHR",,,"ICD-9-CM"
"5824","156","Nephritis","CHR RAPID PROGR NEPHRIT",,,"ICD-9-CM"
"58281","156","Nephritis","CHR NEPHRITIS IN OTH DIS",,,"ICD-9-CM"
"58289","156","Nephritis","CHRONIC NEPHRITIS NEC",,,"ICD-9-CM"
"5829","156","Nephritis","CHRONIC NEPHRITIS NOS",,,"ICD-9-CM"
"5830","156","Nephritis","PROLIFERAT NEPHRITIS NOS",,,"ICD-9-CM"
"5831","156","Nephritis","MEMBRANOUS NEPHRITIS NOS",,,"ICD-9-CM"
"5832","156","Nephritis","MEMBRANOPROLIF NEPHR NOS",,,"ICD-9-CM"
"5834","156","Nephritis","RAPIDLY PROG NEPHRIT NOS",,,"ICD-9-CM"
"5836","156","Nephritis","RENAL CORT NECROSIS NOS",,,"ICD-9-CM"
"5837","156","Nephritis","NEPHR NOS/MEDULL NECROS",,,"ICD-9-CM"
"58381","156","Nephritis","NEPHRITIS NOS IN OTH DIS",,,"ICD-9-CM"
"58389","156","Nephritis","NEPHRITIS NEC",,,"ICD-9-CM"
"5839","156","Nephritis","NEPHRITIS NOS",,,"ICD-9-CM"
"5845","157","Ac renl fail","LOWER NEPHRON NEPHROSIS",,,"ICD-9-CM"
"5846","157","Ac renl fail","AC RENAL FAIL- CORT NECR",,,"ICD-9-CM"
"5847","157","Ac renl fail","AC REN FAIL- MEDULL NECR",,,"ICD-9-CM"
"5848","157","Ac renl fail","AC RENAL FAILURE NEC",,,"ICD-9-CM"
"5849","157","Ac renl fail","ACUTE RENAL FAILURE NOS",,,"ICD-9-CM"
"585","158","Chr kidney disease","CHRONIC RENAL FAILURE (End 2005)",,,"ICD-9-CM"
"5851","158","Chr kidney disease","CHRO KIDNEY DIS STAGE I (Begin 2005)",,,"ICD-9-CM"
"5852","158","Chr kidney disease","CHRO KIDNEY DIS STAGE II (Begin 2005)",,,"ICD-9-CM"
"5853","158","Chr kidney disease","CHR KIDNEY DIS STAGE III (Begin 2005)",,,"ICD-9-CM"
"5854","158","Chr kidney disease","CHR KIDNEY DIS STAGE IV (Begin 2005)",,,"ICD-9-CM"
"5855","158","Chr kidney disease","CHRON KIDNEY DIS STAGE V (Begin 2005)",,,"ICD-9-CM"
"5856","158","Chr kidney disease","END STAGE RENAL DISEASE (Begin 2005)",,,"ICD-9-CM"
"5859","158","Chr kidney disease","CHRONIC KIDNEY DIS NOS (Begin 2005)",,,"ICD-9-CM"
"586","157","Ac renl fail","RENAL FAILURE NOS",,,"ICD-9-CM"
"587","156","Nephritis","RENAL SCLEROSIS NOS",,,"ICD-9-CM"
"5880","161","Ot dx kidney","RENAL OSTEODYSTROPHY",,,"ICD-9-CM"
"5881","161","Ot dx kidney","NEPHROGEN DIABETES INSIP",,,"ICD-9-CM"
"5888","161","Ot dx kidney","IMPAIRED RENAL FUNCT NEC (End 2004)",,,"ICD-9-CM"
"58881","161","Ot dx kidney","SEC HYPERPARATHYRD-RENAL (Begin 2004)",,,"ICD-9-CM"
"58889","161","Ot dx kidney","IMPAIR REN FUNCT DIS NEC (Begin 2004)",,,"ICD-9-CM"
"5889","161","Ot dx kidney","IMPAIRED RENAL FUNCT NOS",,,"ICD-9-CM"
"5890","161","Ot dx kidney","UNILATERAL SMALL KIDNEY",,,"ICD-9-CM"
"5891","161","Ot dx kidney","BILATERAL SMALL KIDNEYS",,,"ICD-9-CM"
"5899","161","Ot dx kidney","SMALL KIDNEY NOS",,,"ICD-9-CM"
"59000","159","UTI","CHR PYELONEPHRITIS NOS",,,"ICD-9-CM"
"59001","159","UTI","CHR PYELONEPH W MED NECR",,,"ICD-9-CM"
"59010","159","UTI","AC PYELONEPHRITIS NOS",,,"ICD-9-CM"
"59011","159","UTI","AC PYELONEPHR W MED NECR",,,"ICD-9-CM"
"5902","159","UTI","RENAL/PERIRENAL ABSCESS",,,"ICD-9-CM"
"5903","159","UTI","PYELOURETERITIS CYSTICA",,,"ICD-9-CM"
"59080","159","UTI","PYELONEPHRITIS NOS",,,"ICD-9-CM"
"59081","159","UTI","PYELONEPHRIT IN OTH DIS",,,"ICD-9-CM"
"5909","159","UTI","INFECTION OF KIDNEY NOS",,,"ICD-9-CM"
"591","161","Ot dx kidney","HYDRONEPHROSIS",,,"ICD-9-CM"
"5920","160","Urin stone","CALCULUS OF KIDNEY",,,"ICD-9-CM"
"5921","160","Urin stone","CALCULUS OF URETER",,,"ICD-9-CM"
"5929","160","Urin stone","URINARY CALCULUS NOS",,,"ICD-9-CM"
"5930","161","Ot dx kidney","NEPHROPTOSIS",,,"ICD-9-CM"
"5931","161","Ot dx kidney","HYPERTROPHY OF KIDNEY",,,"ICD-9-CM"
"5932","161","Ot dx kidney","CYST OF KIDNEY- ACQUIRED",,,"ICD-9-CM"
"5933","161","Ot dx kidney","STRICTURE OF URETER",,,"ICD-9-CM"
"5934","161","Ot dx kidney","URETERIC OBSTRUCTION NEC",,,"ICD-9-CM"
"5935","161","Ot dx kidney","HYDROURETER",,,"ICD-9-CM"
"5936","161","Ot dx kidney","POSTURAL PROTEINURIA",,,"ICD-9-CM"
"5937","161","Ot dx kidney","VESICOURETERAL REFLUX (End 1994)",,,"ICD-9-CM"
"59370","161","Ot dx kidney","VESICOURETERAL REFLUX W/O NEPHRO (Begin 1994)",,,"ICD-9-CM"
"59371","161","Ot dx kidney","VESICOURETER REFLUX W UNILAT NEPHROP (Begin 1994)",,,"ICD-9-CM"
"59372","161","Ot dx kidney","VESICOURETER REFLUX W BILAT NEPHROP (Begin 1994)",,,"ICD-9-CM"
"59373","161","Ot dx kidney","VESICOURETER REFLUX NOS (Begin 1994)",,,"ICD-9-CM"
"59381","161","Ot dx kidney","RENAL VASCULAR DISORDER",,,"ICD-9-CM"
"59382","161","Ot dx kidney","URETERAL FISTULA",,,"ICD-9-CM"
"59389","161","Ot dx kidney","RENAL & URETERAL DIS NEC",,,"ICD-9-CM"
"5939","161","Ot dx kidney","RENAL & URETERAL DIS NOS",,,"ICD-9-CM"
"5940","160","Urin stone","BLAD DIVERTICULUM CALCUL",,,"ICD-9-CM"
"5941","160","Urin stone","BLADDER CALCULUS NEC",,,"ICD-9-CM"
"5942","160","Urin stone","URETHRAL CALCULUS",,,"ICD-9-CM"
"5948","160","Urin stone","LOWER URIN CALCUL NEC",,,"ICD-9-CM"
"5949","160","Urin stone","LOWER URIN CALCUL NOS",,,"ICD-9-CM"
"5950","159","UTI","ACUTE CYSTITIS",,,"ICD-9-CM"
"5951","159","UTI","CHR INTERSTIT CYSTITIS",,,"ICD-9-CM"
"5952","159","UTI","CHRONIC CYSTITIS NEC",,,"ICD-9-CM"
"5953","159","UTI","TRIGONITIS",,,"ICD-9-CM"
